               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 474,            0.010286,           0.0032199,           0.0014483,             0.99538,                   1,               0.995,             0.95203,           0.0076055,           0.0016692,           0.0014679,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0095768,           0.0030944,           0.0015166,             0.99536,                   1,               0.995,             0.95049,           0.0078088,           0.0016882,           0.0014641,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0099834,           0.0028522,           0.0014277,             0.99538,                   1,               0.995,             0.94724,           0.0079557,           0.0016788,           0.0014597,            0.000595,            0.000595,            0.000595
                 477,            0.011245,           0.0032085,            0.001431,             0.99534,                   1,               0.995,             0.94837,           0.0078766,           0.0016885,           0.0014559,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0095128,            0.003318,           0.0014583,             0.99534,                   1,               0.995,             0.94443,           0.0080159,            0.001697,           0.0014531,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0098419,           0.0034917,           0.0015258,             0.99534,                   1,               0.995,             0.94705,           0.0078544,           0.0016915,           0.0014494,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0093809,           0.0033316,           0.0014288,             0.99531,                   1,               0.995,             0.94149,           0.0081997,           0.0017164,            0.001444,           0.0005158,           0.0005158,           0.0005158
                 481,            0.011292,           0.0040992,           0.0015145,             0.99528,                   1,               0.995,             0.94578,           0.0081317,           0.0017145,           0.0014387,            0.000496,            0.000496,            0.000496
                 482,            0.010841,           0.0041982,           0.0015346,              0.9953,                   1,               0.995,             0.95107,           0.0081244,           0.0017077,           0.0014363,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0093857,           0.0037599,           0.0014365,             0.99527,                   1,               0.995,             0.94801,           0.0079654,           0.0017114,           0.0014316,           0.0004564,           0.0004564,           0.0004564
                 484,            0.010877,           0.0039194,           0.0014604,             0.99523,                   1,               0.995,             0.94592,           0.0080618,           0.0017214,           0.0014286,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0095015,           0.0032439,           0.0014696,              0.9952,                   1,               0.995,             0.94803,           0.0080411,           0.0017356,           0.0014255,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0095846,           0.0037755,           0.0015048,             0.99522,                   1,               0.995,             0.95045,           0.0078772,           0.0017289,           0.0014231,            0.000397,            0.000397,            0.000397
                 487,            0.011067,           0.0034794,            0.001455,              0.9952,                   1,               0.995,             0.95341,           0.0076809,           0.0017165,           0.0014184,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0093927,           0.0036237,           0.0014864,             0.99512,                   1,               0.995,             0.95341,           0.0076886,           0.0017114,           0.0014164,           0.0003574,           0.0003574,           0.0003574
                 489,            0.009266,           0.0032826,           0.0014221,             0.99514,                   1,               0.995,             0.95311,           0.0076387,           0.0017069,           0.0014135,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0087203,           0.0028927,           0.0015193,             0.99512,                   1,               0.995,             0.95079,           0.0078416,           0.0017149,           0.0014111,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0095543,            0.003559,           0.0014069,              0.9951,                   1,               0.995,              0.9508,           0.0078263,           0.0017037,           0.0014072,            0.000298,            0.000298,            0.000298
                 492,           0.0097736,           0.0037314,           0.0014824,             0.99509,                   1,               0.995,             0.94798,           0.0078803,           0.0017078,           0.0014033,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0092606,           0.0034752,           0.0014832,             0.99514,                   1,               0.995,             0.94798,           0.0076962,           0.0016987,           0.0014009,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0089102,           0.0031668,           0.0013133,             0.99514,                   1,               0.995,             0.94467,           0.0075921,            0.001692,           0.0013959,           0.0002386,           0.0002386,           0.0002386
                 495,            0.010476,           0.0033122,           0.0015801,             0.99519,                   1,               0.995,             0.94428,           0.0075993,           0.0016932,           0.0013938,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0087885,           0.0033812,           0.0014571,             0.99515,                   1,               0.995,             0.94798,            0.007504,             0.00169,           0.0013936,            0.000199,            0.000199,            0.000199
                 497,           0.0095244,           0.0037294,           0.0015078,             0.99525,                   1,               0.995,              0.9487,           0.0074379,           0.0016866,           0.0013925,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010421,           0.0035499,           0.0014741,             0.99523,                   1,               0.995,              0.9496,           0.0073359,           0.0016822,           0.0013902,           0.0001594,           0.0001594,           0.0001594
                 499,            0.010092,           0.0034247,           0.0014193,             0.99522,                   1,               0.995,             0.95153,           0.0073519,           0.0016823,           0.0013891,           0.0001396,           0.0001396,           0.0001396
